n,f(x),x,p,||p||,gradient,||gradient||,alpha,eps
796,-10.3750,[-2.4977 3.2471 ],[-0.0000 0.0000 ],0.0000,[0.0020 -0.0026 ],0.0033,0.0100,0.0001
797,-10.3750,[-2.4977 3.2471 ],[-0.0000 0.0000 ],0.0000,[0.0020 -0.0026 ],0.0032,0.0100,0.0001
798,-10.3750,[-2.4977 3.2471 ],[-0.0000 0.0000 ],0.0000,[0.0020 -0.0025 ],0.0032,0.0100,0.0001
799,-10.3750,[-2.4978 3.2471 ],[-0.0000 0.0000 ],0.0000,[0.0020 -0.0025 ],0.0032,0.0100,0.0001
800,-10.3750,[-2.4978 3.2472 ],[-0.0000 0.0000 ],0.0000,[0.0019 -0.0025 ],0.0032,0.0100,0.0001
801,-10.3750,[-2.4978 3.2472 ],[-0.0000 0.0000 ],0.0000,[0.0019 -0.0025 ],0.0031,0.0100,0.0001
802,-10.3750,[-2.4978 3.2472 ],[-0.0000 0.0000 ],0.0000,[0.0019 -0.0024 ],0.0031,0.0100,0.0001
803,-10.3750,[-2.4978 3.2472 ],[-0.0000 0.0000 ],0.0000,[0.0019 -0.0024 ],0.0031,0.0100,0.0001
804,-10.3750,[-2.4979 3.2473 ],[-0.0000 0.0000 ],0.0000,[0.0019 -0.0024 ],0.0030,0.0100,0.0001
805,-10.3750,[-2.4979 3.2473 ],[-0.0000 0.0000 ],0.0000,[0.0019 -0.0024 ],0.0030,0.0100,0.0001
806,-10.3750,[-2.4979 3.2473 ],[-0.0000 0.0000 ],0.0000,[0.0018 -0.0024 ],0.0030,0.0100,0.0001
807,-10.3750,[-2.4979 3.2473 ],[-0.0000 0.0000 ],0.0000,[0.0018 -0.0023 ],0.0030,0.0100,0.0001
808,-10.3750,[-2.4979 3.2474 ],[-0.0000 0.0000 ],0.0000,[0.0018 -0.0023 ],0.0029,0.0100,0.0001
809,-10.3750,[-2.4980 3.2474 ],[-0.0000 0.0000 ],0.0000,[0.0018 -0.0023 ],0.0029,0.0100,0.0001
810,-10.3750,[-2.4980 3.2474 ],[-0.0000 0.0000 ],0.0000,[0.0018 -0.0023 ],0.0029,0.0100,0.0001
811,-10.3750,[-2.4980 3.2474 ],[-0.0000 0.0000 ],0.0000,[0.0018 -0.0023 ],0.0029,0.0100,0.0001
812,-10.3750,[-2.4980 3.2474 ],[-0.0000 0.0000 ],0.0000,[0.0017 -0.0022 ],0.0028,0.0100,0.0001
813,-10.3750,[-2.4980 3.2475 ],[-0.0000 0.0000 ],0.0000,[0.0017 -0.0022 ],0.0028,0.0100,0.0001
814,-10.3750,[-2.4980 3.2475 ],[-0.0000 0.0000 ],0.0000,[0.0017 -0.0022 ],0.0028,0.0100,0.0001
815,-10.3750,[-2.4981 3.2475 ],[-0.0000 0.0000 ],0.0000,[0.0017 -0.0022 ],0.0028,0.0100,0.0001
816,-10.3750,[-2.4981 3.2475 ],[-0.0000 0.0000 ],0.0000,[0.0017 -0.0022 ],0.0027,0.0100,0.0001
817,-10.3750,[-2.4981 3.2476 ],[-0.0000 0.0000 ],0.0000,[0.0017 -0.0021 ],0.0027,0.0100,0.0001
818,-10.3750,[-2.4981 3.2476 ],[-0.0000 0.0000 ],0.0000,[0.0017 -0.0021 ],0.0027,0.0100,0.0001
819,-10.3750,[-2.4981 3.2476 ],[-0.0000 0.0000 ],0.0000,[0.0016 -0.0021 ],0.0027,0.0100,0.0001
820,-10.3750,[-2.4981 3.2476 ],[-0.0000 0.0000 ],0.0000,[0.0016 -0.0021 ],0.0026,0.0100,0.0001
821,-10.3750,[-2.4982 3.2476 ],[-0.0000 0.0000 ],0.0000,[0.0016 -0.0021 ],0.0026,0.0100,0.0001
822,-10.3750,[-2.4982 3.2477 ],[-0.0000 0.0000 ],0.0000,[0.0016 -0.0021 ],0.0026,0.0100,0.0001
823,-10.3750,[-2.4982 3.2477 ],[-0.0000 0.0000 ],0.0000,[0.0016 -0.0020 ],0.0026,0.0100,0.0001
824,-10.3750,[-2.4982 3.2477 ],[-0.0000 0.0000 ],0.0000,[0.0016 -0.0020 ],0.0026,0.0100,0.0001
825,-10.3750,[-2.4982 3.2477 ],[-0.0000 0.0000 ],0.0000,[0.0016 -0.0020 ],0.0025,0.0100,0.0001
826,-10.3750,[-2.4982 3.2477 ],[-0.0000 0.0000 ],0.0000,[0.0015 -0.0020 ],0.0025,0.0100,0.0001
827,-10.3750,[-2.4983 3.2478 ],[-0.0000 0.0000 ],0.0000,[0.0015 -0.0020 ],0.0025,0.0100,0.0001
828,-10.3750,[-2.4983 3.2478 ],[-0.0000 0.0000 ],0.0000,[0.0015 -0.0019 ],0.0025,0.0100,0.0001
829,-10.3750,[-2.4983 3.2478 ],[-0.0000 0.0000 ],0.0000,[0.0015 -0.0019 ],0.0024,0.0100,0.0001
830,-10.3750,[-2.4983 3.2478 ],[-0.0000 0.0000 ],0.0000,[0.0015 -0.0019 ],0.0024,0.0100,0.0001
831,-10.3750,[-2.4983 3.2478 ],[-0.0000 0.0000 ],0.0000,[0.0015 -0.0019 ],0.0024,0.0100,0.0001
832,-10.3750,[-2.4983 3.2479 ],[-0.0000 0.0000 ],0.0000,[0.0015 -0.0019 ],0.0024,0.0100,0.0001
833,-10.3750,[-2.4983 3.2479 ],[-0.0000 0.0000 ],0.0000,[0.0015 -0.0019 ],0.0024,0.0100,0.0001
834,-10.3750,[-2.4984 3.2479 ],[-0.0000 0.0000 ],0.0000,[0.0014 -0.0018 ],0.0023,0.0100,0.0001
835,-10.3750,[-2.4984 3.2479 ],[-0.0000 0.0000 ],0.0000,[0.0014 -0.0018 ],0.0023,0.0100,0.0001
836,-10.3750,[-2.4984 3.2479 ],[-0.0000 0.0000 ],0.0000,[0.0014 -0.0018 ],0.0023,0.0100,0.0001
837,-10.3750,[-2.4984 3.2480 ],[-0.0000 0.0000 ],0.0000,[0.0014 -0.0018 ],0.0023,0.0100,0.0001
838,-10.3750,[-2.4984 3.2480 ],[-0.0000 0.0000 ],0.0000,[0.0014 -0.0018 ],0.0023,0.0100,0.0001
839,-10.3750,[-2.4984 3.2480 ],[-0.0000 0.0000 ],0.0000,[0.0014 -0.0018 ],0.0022,0.0100,0.0001
840,-10.3750,[-2.4984 3.2480 ],[-0.0000 0.0000 ],0.0000,[0.0014 -0.0018 ],0.0022,0.0100,0.0001
841,-10.3750,[-2.4985 3.2480 ],[-0.0000 0.0000 ],0.0000,[0.0014 -0.0017 ],0.0022,0.0100,0.0001
842,-10.3750,[-2.4985 3.2480 ],[-0.0000 0.0000 ],0.0000,[0.0013 -0.0017 ],0.0022,0.0100,0.0001
843,-10.3750,[-2.4985 3.2481 ],[-0.0000 0.0000 ],0.0000,[0.0013 -0.0017 ],0.0022,0.0100,0.0001
844,-10.3750,[-2.4985 3.2481 ],[-0.0000 0.0000 ],0.0000,[0.0013 -0.0017 ],0.0021,0.0100,0.0001
845,-10.3750,[-2.4985 3.2481 ],[-0.0000 0.0000 ],0.0000,[0.0013 -0.0017 ],0.0021,0.0100,0.0001
846,-10.3750,[-2.4985 3.2481 ],[-0.0000 0.0000 ],0.0000,[0.0013 -0.0017 ],0.0021,0.0100,0.0001
847,-10.3750,[-2.4985 3.2481 ],[-0.0000 0.0000 ],0.0000,[0.0013 -0.0016 ],0.0021,0.0100,0.0001
848,-10.3750,[-2.4985 3.2481 ],[-0.0000 0.0000 ],0.0000,[0.0013 -0.0016 ],0.0021,0.0100,0.0001
849,-10.3750,[-2.4986 3.2482 ],[-0.0000 0.0000 ],0.0000,[0.0013 -0.0016 ],0.0021,0.0100,0.0001
850,-10.3750,[-2.4986 3.2482 ],[-0.0000 0.0000 ],0.0000,[0.0013 -0.0016 ],0.0020,0.0100,0.0001
851,-10.3750,[-2.4986 3.2482 ],[-0.0000 0.0000 ],0.0000,[0.0012 -0.0016 ],0.0020,0.0100,0.0001
852,-10.3750,[-2.4986 3.2482 ],[-0.0000 0.0000 ],0.0000,[0.0012 -0.0016 ],0.0020,0.0100,0.0001
853,-10.3750,[-2.4986 3.2482 ],[-0.0000 0.0000 ],0.0000,[0.0012 -0.0016 ],0.0020,0.0100,0.0001
854,-10.3750,[-2.4986 3.2482 ],[-0.0000 0.0000 ],0.0000,[0.0012 -0.0015 ],0.0020,0.0100,0.0001
855,-10.3750,[-2.4986 3.2483 ],[-0.0000 0.0000 ],0.0000,[0.0012 -0.0015 ],0.0019,0.0100,0.0001
856,-10.3750,[-2.4986 3.2483 ],[-0.0000 0.0000 ],0.0000,[0.0012 -0.0015 ],0.0019,0.0100,0.0001
857,-10.3750,[-2.4987 3.2483 ],[-0.0000 0.0000 ],0.0000,[0.0012 -0.0015 ],0.0019,0.0100,0.0001
858,-10.3750,[-2.4987 3.2483 ],[-0.0000 0.0000 ],0.0000,[0.0012 -0.0015 ],0.0019,0.0100,0.0001
859,-10.3750,[-2.4987 3.2483 ],[-0.0000 0.0000 ],0.0000,[0.0012 -0.0015 ],0.0019,0.0100,0.0001
860,-10.3750,[-2.4987 3.2483 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0015 ],0.0019,0.0100,0.0001
861,-10.3750,[-2.4987 3.2483 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0015 ],0.0018,0.0100,0.0001
862,-10.3750,[-2.4987 3.2484 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0014 ],0.0018,0.0100,0.0001
863,-10.3750,[-2.4987 3.2484 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0014 ],0.0018,0.0100,0.0001
864,-10.3750,[-2.4987 3.2484 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0014 ],0.0018,0.0100,0.0001
865,-10.3750,[-2.4987 3.2484 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0014 ],0.0018,0.0100,0.0001
866,-10.3750,[-2.4988 3.2484 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0014 ],0.0018,0.0100,0.0001
867,-10.3750,[-2.4988 3.2484 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0014 ],0.0018,0.0100,0.0001
868,-10.3750,[-2.4988 3.2484 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0014 ],0.0017,0.0100,0.0001
869,-10.3750,[-2.4988 3.2485 ],[-0.0000 0.0000 ],0.0000,[0.0011 -0.0014 ],0.0017,0.0100,0.0001
870,-10.3750,[-2.4988 3.2485 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0013 ],0.0017,0.0100,0.0001
871,-10.3750,[-2.4988 3.2485 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0013 ],0.0017,0.0100,0.0001
872,-10.3750,[-2.4988 3.2485 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0013 ],0.0017,0.0100,0.0001
873,-10.3750,[-2.4988 3.2485 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0013 ],0.0017,0.0100,0.0001
874,-10.3750,[-2.4988 3.2485 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0013 ],0.0016,0.0100,0.0001
875,-10.3750,[-2.4989 3.2485 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0013 ],0.0016,0.0100,0.0001
876,-10.3750,[-2.4989 3.2485 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0013 ],0.0016,0.0100,0.0001
877,-10.3750,[-2.4989 3.2486 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0013 ],0.0016,0.0100,0.0001
878,-10.3750,[-2.4989 3.2486 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0013 ],0.0016,0.0100,0.0001
879,-10.3750,[-2.4989 3.2486 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0012 ],0.0016,0.0100,0.0001
880,-10.3750,[-2.4989 3.2486 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0012 ],0.0016,0.0100,0.0001
881,-10.3750,[-2.4989 3.2486 ],[-0.0000 0.0000 ],0.0000,[0.0010 -0.0012 ],0.0015,0.0100,0.0001
882,-10.3750,[-2.4989 3.2486 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0012 ],0.0015,0.0100,0.0001
883,-10.3750,[-2.4989 3.2486 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0012 ],0.0015,0.0100,0.0001
884,-10.3750,[-2.4989 3.2486 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0012 ],0.0015,0.0100,0.0001
885,-10.3750,[-2.4990 3.2487 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0012 ],0.0015,0.0100,0.0001
886,-10.3750,[-2.4990 3.2487 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0012 ],0.0015,0.0100,0.0001
887,-10.3750,[-2.4990 3.2487 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0012 ],0.0015,0.0100,0.0001
888,-10.3750,[-2.4990 3.2487 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0011 ],0.0015,0.0100,0.0001
889,-10.3750,[-2.4990 3.2487 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0011 ],0.0014,0.0100,0.0001
890,-10.3750,[-2.4990 3.2487 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0011 ],0.0014,0.0100,0.0001
891,-10.3750,[-2.4990 3.2487 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0011 ],0.0014,0.0100,0.0001
892,-10.3750,[-2.4990 3.2487 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0011 ],0.0014,0.0100,0.0001
893,-10.3750,[-2.4990 3.2487 ],[-0.0000 0.0000 ],0.0000,[0.0009 -0.0011 ],0.0014,0.0100,0.0001
894,-10.3750,[-2.4990 3.2488 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0011 ],0.0014,0.0100,0.0001
895,-10.3750,[-2.4990 3.2488 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0011 ],0.0014,0.0100,0.0001
896,-10.3750,[-2.4990 3.2488 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0011 ],0.0014,0.0100,0.0001
897,-10.3750,[-2.4991 3.2488 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0011 ],0.0013,0.0100,0.0001
898,-10.3750,[-2.4991 3.2488 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0011 ],0.0013,0.0100,0.0001
899,-10.3750,[-2.4991 3.2488 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0013,0.0100,0.0001
900,-10.3750,[-2.4991 3.2488 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0013,0.0100,0.0001
901,-10.3750,[-2.4991 3.2488 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0013,0.0100,0.0001
902,-10.3750,[-2.4991 3.2488 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0013,0.0100,0.0001
903,-10.3750,[-2.4991 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0013,0.0100,0.0001
904,-10.3750,[-2.4991 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0013,0.0100,0.0001
905,-10.3750,[-2.4991 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0013,0.0100,0.0001
906,-10.3750,[-2.4991 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0012,0.0100,0.0001
907,-10.3750,[-2.4991 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0012,0.0100,0.0001
908,-10.3750,[-2.4991 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0008 -0.0010 ],0.0012,0.0100,0.0001
909,-10.3750,[-2.4992 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0010 ],0.0012,0.0100,0.0001
910,-10.3750,[-2.4992 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0012,0.0100,0.0001
911,-10.3750,[-2.4992 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0012,0.0100,0.0001
912,-10.3750,[-2.4992 3.2489 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0012,0.0100,0.0001
913,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0012,0.0100,0.0001
914,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0012,0.0100,0.0001
915,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0011,0.0100,0.0001
916,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0011,0.0100,0.0001
917,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0011,0.0100,0.0001
918,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0011,0.0100,0.0001
919,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0011,0.0100,0.0001
920,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0011,0.0100,0.0001
921,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0011,0.0100,0.0001
922,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0009 ],0.0011,0.0100,0.0001
923,-10.3750,[-2.4992 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0008 ],0.0011,0.0100,0.0001
924,-10.3750,[-2.4993 3.2490 ],[-0.0000 0.0000 ],0.0000,[0.0007 -0.0008 ],0.0011,0.0100,0.0001
925,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0011,0.0100,0.0001
926,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
927,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
928,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
929,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
930,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
931,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
932,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
933,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
934,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
935,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
936,-10.3750,[-2.4993 3.2491 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0008 ],0.0010,0.0100,0.0001
937,-10.3750,[-2.4993 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0007 ],0.0009,0.0100,0.0001
938,-10.3750,[-2.4993 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0007 ],0.0009,0.0100,0.0001
939,-10.3750,[-2.4993 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0007 ],0.0009,0.0100,0.0001
940,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0007 ],0.0009,0.0100,0.0001
941,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0007 ],0.0009,0.0100,0.0001
942,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0007 ],0.0009,0.0100,0.0001
943,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0006 -0.0007 ],0.0009,0.0100,0.0001
944,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0007 ],0.0009,0.0100,0.0001
945,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0007 ],0.0009,0.0100,0.0001
946,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0007 ],0.0009,0.0100,0.0001
947,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0007 ],0.0009,0.0100,0.0001
948,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0007 ],0.0009,0.0100,0.0001
949,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0007 ],0.0009,0.0100,0.0001
950,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0007 ],0.0008,0.0100,0.0001
951,-10.3750,[-2.4994 3.2492 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0007 ],0.0008,0.0100,0.0001
952,-10.3750,[-2.4994 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0007 ],0.0008,0.0100,0.0001
953,-10.3750,[-2.4994 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
954,-10.3750,[-2.4994 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
955,-10.3750,[-2.4994 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
956,-10.3750,[-2.4994 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
957,-10.3750,[-2.4994 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
958,-10.3750,[-2.4994 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
959,-10.3750,[-2.4995 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
960,-10.3750,[-2.4995 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
961,-10.3750,[-2.4995 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
962,-10.3750,[-2.4995 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
963,-10.3750,[-2.4995 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0008,0.0100,0.0001
964,-10.3750,[-2.4995 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0007,0.0100,0.0001
965,-10.3750,[-2.4995 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0007,0.0100,0.0001
966,-10.3750,[-2.4995 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0005 -0.0006 ],0.0007,0.0100,0.0001
967,-10.3750,[-2.4995 3.2493 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0006 ],0.0007,0.0100,0.0001
968,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0006 ],0.0007,0.0100,0.0001
969,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0006 ],0.0007,0.0100,0.0001
970,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0006 ],0.0007,0.0100,0.0001
971,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0006 ],0.0007,0.0100,0.0001
972,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0007,0.0100,0.0001
973,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0007,0.0100,0.0001
974,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0007,0.0100,0.0001
975,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0007,0.0100,0.0001
976,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0007,0.0100,0.0001
977,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0007,0.0100,0.0001
978,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0007,0.0100,0.0001
979,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0007,0.0100,0.0001
980,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
981,-10.3750,[-2.4995 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
982,-10.3750,[-2.4996 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
983,-10.3750,[-2.4996 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
984,-10.3750,[-2.4996 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
985,-10.3750,[-2.4996 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
986,-10.3750,[-2.4996 3.2494 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
987,-10.3750,[-2.4996 3.2495 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
988,-10.3750,[-2.4996 3.2495 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
989,-10.3750,[-2.4996 3.2495 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
990,-10.3750,[-2.4996 3.2495 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
991,-10.3750,[-2.4996 3.2495 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
992,-10.3750,[-2.4996 3.2495 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
993,-10.3750,[-2.4996 3.2495 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
994,-10.3750,[-2.4996 3.2495 ],[-0.0000 0.0000 ],0.0000,[0.0004 -0.0005 ],0.0006,0.0100,0.0001
